https://pubs.rsc.org/en/content/articlehtml/2025/cc/d5cc00650c?casa_token=nl4-n9mExngAAAAA:HlB3yybMiQlSoEhXkNfvlrTMXJDkUUhcWCOn4kWKp52vVK74Vyg4UO0V4GyrYt1DdsR-A5WKkwGg5w,['betaElimination'],Mechanistic insights into the stereocontrolling non-covalent π interactions in Pd-catalyzed redox-relay Heck arylation reaction,2025.0,0,"… elimination, and a subsequent re-insertion/elimination process to yield an enol intermediate, which tautomerizes to the more stable carbonyl product. Results from DFT … , we utilized DFT …"
https://pubs.rsc.org/en/content/articlehtml/2022/cc/d2cc03104c?casa_token=D7Loc65eDLwAAAAA:ots7BhsJoV-ZPUbYYbZnyC0ogLzoiuLSvFU1LPjDAdsi3vPuRbvgaeIdCmORTjGSdKVm1W_fh8dQ6A,['betaElimination'],Deconstructive isomerization of azetidinols via C–C bond cleavage enabled by N-heterocyclic carbene (NHC) catalysis,2022.0,4,… DFT calculation supports our proposed reaction mechanism that the NHC activates the alcohol and facilitates the ring-opening of azetidinol via concerted C–C bond cleavage. The …
https://pubs.rsc.org/en/content/articlehtml/2024/cc/d4cc03581j?casa_token=LP3pm3mEqaIAAAAA:T5WLizv0shrLzYgf9zr-4kaQGBgj8zkVq7xhEiVlWHz5gVSQHdihp5jdogDpxwRz2IB4yIoGV6if7Q,['betaElimination'],"Substrate-directed regioselective alkene functionalizations of (E)-β, γ-unsaturated carboxylic acids",2024.0,1,… both kinetic experiments and the DFT calculations (see detail in … γ rotation followed by β-hydride elimination from intermediate C-Pd-… f reductive elimination to give the lactone product 5. …
https://pubs.rsc.org/en/content/articlehtml/2025/cc/d4cc06431c?casa_token=X69SWc55nUkAAAAA:3r5NrdvbPlC6rgflQpMk0jRaM6bWl5B_VAubSsBf_y1eCKdzcENsHqHKFo2x2SDg8immbnuY0CuA9A,['betaElimination'],Base controlled regio-divergent C–H bond functionalization,2025.0,0,"… DFT calculations show that KHMDS deprotonates the benzylic C(sp3)–H bond of 2… and a KH elimination reaction resulting in 7-8. Finally, the more acidic C–H bond of 7-8 is …"
https://pubs.rsc.org/en/content/articlehtml/2024/cc/d4cc05026f?casa_token=QrlFfROIYXcAAAAA:aMfvTyjPOW3hNkp5Y_x8PSy5ugBXbC8AC9Kcy72z-4Tp_s0qMPI0cRQmwUJUxJDYMJQJ-DOSheVeLA,['betaElimination'],Direct alkene functionalization via photocatalytic hydrogen atom transfer from C (sp 3)–H compounds: a route to pharmaceutically important molecules,2024.0,0,… Reductive elimination from alkyl–Ni III species produces the desired product and Ni I complex. Density functional theory (DFT) calculations suggest that the hydrogen bonding between α…
https://pubs.rsc.org/en/content/articlehtml/2024/cc/d4cc00864b?casa_token=4uGoaUqPlJkAAAAA:2R5vp3P9Kltvvale4e4dss4cbqiL7Qy4PfJGGwFZdqnAK13yfgFmRuU42sJF-QxMYxO7WabkLiCSwg,['betaElimination'],Experimental and theoretical insights for designing Zn 2+ complexes to trigger chemo-selective hetero-coupling of alcohols,2024.0,5,"… Next, DFT calculation is performed to understand the catalytic pathway (Scheme 6) in detail (… Alkylated ketone 4a forms an adduct V′A and elimination of 1a′ produces VI′A which …"
https://pubs.rsc.org/en/content/articlehtml/2018/cc/c7cc08555a?casa_token=974whi_o1WEAAAAA:5opqPnKpWYMDaCtYmLjYF2nZOSG_oqQS60IXRhYXL1hf9-a9NQvcZLu78ZTgzL5JKkslca-cCXH-3w,['betaElimination'],Reversible addition of terminal alkenes to digermynes,2018.0,27,"… knowledge on “reductive elimination” strategies for small … undergo only a slow reductive elimination of the alkene to give … In order to examine this equilibrium in more detail, DFT …"
https://pubs.rsc.org/en/content/articlehtml/2022/cc/d2cc04921j?casa_token=nT7jEWNgnDoAAAAA:gIWrzLqxehfRKCNdN2vtAeOG0gtqH1aElwA9i-9D5w8rZqcoDZ_CrgMd12vJ636DLtQw2KtarFPY8A,['betaElimination'],Palladium-catalyzed oxidative Heck reaction of non-activated alkenes directed by fluorinated alcohol,2022.0,5,"… subsequent β-H elimination and reductive elimination. Moreover, … Additionally density functional theory (DFT) calculations … β-H elimination and reductive elimination during the reaction. …"
https://pubs.rsc.org/en/content/articlehtml/2017/cc/c7cc01840a?casa_token=RVFwnci85agAAAAA:s2D4LSr6PgxHGrW0P-nC3AIwR2e1E34yKHCFAwI2pxH67GxViuSZLHl4d_9usW4d6W3KrPUagZ4oSQ,['betaElimination'],Catalytic C–H amination driven by intramolecular ligand-to-nitrene one-electron transfer through a rhodium (III) centre,2017.0,36,"… supported by DFT calculation shown in Fig. S8 (ESI†), where the N 2 elimination proceeds … The DFT calculation study (B3LYP/SDD) indicated that 3 H -OSS and 3 H -T were close to …"
https://pubs.rsc.org/en/content/articlehtml/2024/cc/d3cc05329f?casa_token=guopQaAjyy8AAAAA:JOujJjkPkShHc8-LCRVc9pRuGHphlHq0-trd9T4chR4CESlYNlnVE3KaeL2V-peyLlFoGFsrTIsuEQ,['betaElimination'],Enantioselective C–H bond functionalization under Co (III)-catalysis,2024.0,16,"… bromide; subsequently, ligand exchange and reductive elimination gave the expected product (Scheme 10e). Furthermore, DFT studies suggested that the energy difference between …"
