ArticleURL,Reaction_Class,Title,Year,Cites,Abstract
https://www.nature.com/articles/s44296-024-00022-y,"['OxidativeAddition', 'CHActivation', 'ReductiveElimination', 'MetalCatalyzed']",Research progress on synthesis mechanism and performance evaluation of ball milling biochar-iron based materials,2024.0,3,"… Using CO 2 as an adsorbent and employing a DFT model for … Biochar-iron-based materials are highly effective reductive … Although biochar is generally not considered to be reductive, …"
https://www.nature.com/articles/s41545-024-00316-7,"['OxidativeAddition', 'ReductiveElimination', 'betaElimination', 'MetalCatalyzed']",The photocatalytic oxidation of As (III) on birnessite,2024.0,2,Birnessite is regarded as an efficient oxidizing agent that would significantly influence the environmental fate of elements such as arsenic. This study compared the chemical and …
https://www.nature.com/articles/s41545-023-00263-9,"['OxidativeAddition', 'ReductiveElimination', 'CrossCoupling']","Ultra-high capacity, multifunctional nanoscale sorbents for PFOA and PFOS treatment",2023.0,13,"Here, we describe surface functionalized, superparamagnetic iron oxide nanocrystals (IONCs) for ultra-high PFAS sorption and precise, low energy (magnetic) separation, considering …"
https://www.nature.com/articles/s41524-020-0324-7,"['TransitionMetal', 'MigratoryInsertion']",Anion charge and lattice volume dependent lithium ion migration in compounds with fcc anion sublattices,2020.0,38,"… 2), in this work, by DFT calculations, we mainly focused on the ordered fcc anion sublattice to efficiently investigate the lithium occupation patterns as well as the lithium ion migration …"
https://search.proquest.com/openview/a883272d238c0ee83d732bab042044b1/1?pq-origsite=gscholar&cbl=2041924&casa_token=8tx6Kaig6VUAAAAA:D-Llm8ZPPeS3_Thfa6m5nUTxg7n8YCQ99DjlIwbDCEaHTktxy-cxjCungFNAl0ZmrBNO5_Y36g,['MigratoryInsertion'],A charge-density-based general cation insertion algorithm for generating new Li-ion cathode materials,2020.0,1,"… insertions at symmetrically in-equivalent positions by analyzing the electronic charge density obtained from first-principles density functional theory… of these materials, migration between …"
https://www.nature.com/articles/s41524-021-00558-w,['MigratoryInsertion'],Helium incorporation induced direct-gap silicides,2021.0,13,The search of direct-gap Si-based semiconductors is of great interest due to the potential application in many technologically relevant fields. This work examines the incorporation of He …
https://scholar.archive.org/work/dst4rbnohjecrpiryy6tsnzku4/access/wayback/https://escholarship.org/content/qt80b373vj/qt80b373vj.pdf?t=qo0hpd,"['TransitionMetal', 'MigratoryInsertion']",A charge-density-based general cation insertion algorithm for generating new Li-ion,2020.0,0,"… insertions at symmetrically in-equivalent positions by analyzing the electronic charge density obtained from first-principles density functional theory… of these materials, migration between …"
https://www.nature.com/articles/s41699-021-00209-0,"['TransitionMetal', 'OxidativeAddition', 'MigratoryInsertion']",Theory of nonvolatile resistive switching in monolayer molybdenum disulfide with passive electrodes,2021.0,27,"… Both DFT and ReaxFF predict the single S popped … DFT-based analysis, the result of which are summarized in Table 1. It can be observed that ReaxFF successfully reproduces the DFT …"
https://www.nature.com/articles/s41524-025-01633-2,"['OxidativeAddition', 'MigratoryInsertion']",Polarization switching of HfO2 ferroelectric in bulk and electrode/ferroelectric/electrode heterostructure,2025.0,0,"… and domain wall (DW) migration based on the density functional theory (DFT) method. However, … also found to be accompanied by the oxygen migration 27 . And the measured opposite …"
https://www.nature.com/articles/s41524-024-01371-x,"['OxidativeAddition', 'HomogeneousCatalysis', 'MigratoryInsertion', 'MetalCatalyzed']",Competing nucleation pathways in nanocrystal formation,2024.0,1,… The nanoparticles are optimized further with our DFT setting. The error in energy is measured for each system by comparing the DFT optimized reference and MLIP optimized structure …
